OrderID,Revenue_Retention_Rate,Original_Price,Discount_Amount
OD1050,0.89,946.0674150967415,104.06741509674146
OD1051,0.86,2137.2093038068324,299.2093038068324
OD1052,0.72,945.833334899335,264.833334899335
OD1053,0.75,2310.6666666666665,577.6666666666665
OD1054,0.68,2467.647032867666,789.647032867666
OD1055,0.84,2216.6666572292647,354.66665722926473
OD1056,0.78,1301.2820492932703,286.28204929327035
OD1057,0.65,999.9999908300547,349.9999908300547
OD1058,0.75,2826.6666666666665,706.6666666666665
OD1059,0.69,982.6086990474228,304.60869904742276
OD106,0.67,2350.746314664758,775.7463146647578
OD1060,0.67,2143.2836240372017,707.2836240372017
OD1061,0.65,3790.7691960080842,1326.7691960080842
OD1062,0.84,1509.5238030970502,241.52380309705018
OD1063,0.78,770.512819335227,169.51281933522705
OD1064,0.84,1764.2857067743128,282.28570677431276
OD1065,0.82,1823.1707476101626,328.1707476101626
OD1066,0.9,2154.444448011525,215.44444801152486
OD1067,0.78,2497.4358936190056,549.4358936190056
OD1068,0.69,897.1014523751544,278.1014523751544
OD1069,0.84,624.9999973390784,99.99999733907839
OD107,0.88,613.6363617660217,73.63636176602165
OD1070,0.81,967.9012317189428,183.90123171894277
OD1071,0.85,2497.647076337808,374.6470763378079
OD1072,0.84,1971.4285630352642,315.42856303526423
OD1073,0.71,1361.971814978622,394.971814978622
OD1074,0.85,1337.647068203527,200.64706820352694
OD1075,0.84,1899.9999919107981,303.99999191079814
OD1076,0.69,1046.3768152097923,324.3768152097923
OD1077,0.74,1917.5675428549337,498.56754285493366
OD1078,0.83,1084.3373517336702,184.33735173367018
OD1079,0.74,2833.783747263422,736.7837472634219
OD108,0.66,812.1212165217754,276.1212165217754
OD1080,0.75,785.3333333333334,196.33333333333337
OD1081,0.8,1336.2500049779192,267.25000497791916
OD1082,0.8,1520.0000056624413,304.00000566244125
OD1083,0.66,1301.515158567547,442.5151585675469
OD1084,0.69,3334.7826202184656,1033.7826202184656
OD1085,0.73,1102.7397422344027,297.7397422344027
OD1086,0.77,2624.675338897401,603.6753388974012
OD1087,0.78,1748.7179460453408,384.7179460453408
OD1088,0.74,1394.5945766217699,362.5945766217699
OD1089,0.65,3673.846120157186,1285.8461201571859
OD109,0.79,703.7974625133471,147.7974625133471
OD1090,0.65,1421.5384485030318,497.53844850303176
OD1091,0.65,946.1538374776671,331.15383747766714
OD1092,0.86,1261.6279078511498,176.62790785114976
OD1093,0.66,3259.0909267506327,1108.0909267506327
OD1094,0.67,1601.492568657324,528.492568657324
OD1095,0.7,1358.5714517077624,407.57145170776244
OD1096,0.85,876.4705943813786,131.47059438137865
OD1097,0.7,2642.8571878647326,792.8571878647326
OD1098,0.68,2583.823502233903,826.8235022339031
OD1099,0.79,2773.4176985013373,582.4176985013373
OD11,0.87,2187.356309850428,284.3563098504278
OD110,0.84,1403.5714225957588,224.5714225957588
OD1100,0.72,2127.7777813007065,595.7777813007065
OD1101,0.84,1694.0476118352544,271.04761183525443
OD1102,0.66,2534.8484985838254,861.8484985838254
OD1103,0.75,1477.3333333333333,369.33333333333326
OD1104,0.67,2443.283629908704,806.2836299087039
OD1105,0.65,3675.3845816815397,1286.3845816815397
OD1106,0.69,820.2898579068456,254.28985790684555
OD1107,0.7,1932.8571757735044,579.8571757735044
OD1108,0.78,3089.7435850214597,679.7435850214597
OD1109,0.71,1419.7182931731652,411.7182931731652
OD111,0.88,1689.7727221223595,202.77272212235948
OD1110,0.8,2167.5000080745667,433.5000080745667
OD1111,0.7,1522.8571687912458,456.85716879124584
OD1112,0.88,1360.227268581348,163.22726858134797
OD1113,0.89,851.6853926880403,93.68539268804034
OD1114,0.88,2478.409083354987,297.40908335498716
OD1115,0.66,2578.787892761309,876.7878927613092
OD1116,0.7,3484.2857736227475,1045.2857736227475
OD1117,0.72,1702.7777805970406,476.77778059704065
OD1118,0.89,937.0786510578175,103.07865105781752
OD1119,0.68,1672.058805941917,535.058805941917
OD112,0.9,2466.666670750689,246.6666707506888
OD1120,0.9,2335.555559422499,233.55555942249885
OD1121,0.77,2363.6363764439734,543.6363764439734
OD1122,0.73,1490.410980808733,402.41098080873303
OD1123,0.9,1727.777780638433,172.7777806384329
OD1124,0.79,772.1518923257945,162.1518923257945
OD1125,0.88,2772.7272642760977,332.7272642760977
OD1126,0.83,1406.024099414659,239.02409941465908
OD1127,0.81,1523.4567856392543,289.45678563925435
OD1128,0.72,1929.1666698607582,540.1666698607582
OD1129,0.83,1548.1927744197403,263.1927744197403
OD113,0.7,3078.571480999188,923.5714809991882
OD1130,0.71,1745.070402025349,506.07040202534904
OD1131,0.84,2179.761895481624,348.7618954816239
OD1132,0.71,2260.5633537132244,655.5633537132244
OD1133,0.69,3395.6521856461823,1052.6521856461823
OD1134,0.79,1063.291130415848,223.2911304158481
OD1135,0.77,3203.8961212567483,736.8961212567483
OD1136,0.77,1303.8961109614006,299.8961109614006
OD1137,0.82,752.4390309534919,135.43903095349185
OD1138,0.79,2091.139223151168,439.13922315116815
OD1139,0.66,1109.0909151006335,377.09091510063354
OD114,0.9,1282.222224345178,128.2222243451779
OD1140,0.89,1383.1460664894166,152.14606648941663
OD1141,0.82,1934.1463583342595,348.1463583342595
OD1142,0.88,1619.318176882557,194.31817688255705
OD1143,0.89,1143.8202239530674,125.8202239530674
OD1144,0.65,2784.615359080614,974.6153590806139
OD1145,0.67,926.8656897821046,305.8656897821046
OD1146,0.88,2613.636355670092,313.63635567009214
OD1147,0.88,1209.0909054056426,145.09090540564262
OD1148,0.75,1730.6666666666667,432.66666666666674
OD1149,0.86,712.7906981684376,99.79069816843764
OD115,0.89,2719.1011217744826,299.10112177448264
OD1150,0.69,2691.3043571254634,834.3043571254634
OD1151,0.87,2014.9425176919601,261.9425176919601
OD1152,0.87,2539.0804458537023,330.08044585370226
OD1153,0.76,2797.3684013075613,671.3684013075613
OD1154,0.76,1518.4210419138878,364.42104191388785
OD1155,0.74,898.6486370673226,233.64863706732262
OD1156,0.69,3388.4058088095494,1050.4058088095494
OD1157,0.86,2619.7674436761663,366.7674436761663
OD1158,0.79,1369.620241797557,287.6202417975569
OD1159,0.74,1610.8107900515017,418.8107900515017
OD116,0.76,1717.1052510378022,412.1052510378022
OD1160,0.88,1352.2727231510476,162.27272315104756
OD1161,0.71,1978.8732161788664,573.8732161788664
OD1162,0.8,2003.7500074645504,400.75000746455044
OD1163,0.88,2268.18181126848,272.18181126848003
OD1164,0.76,1236.8420965329763,296.84209653297626
OD1165,0.67,2419.4030324263954,798.4030324263954
OD1166,0.67,3476.119471018553,1147.1194710185532
OD1167,0.88,621.5909071963218,74.59090719632184
OD1168,0.66,2759.0909240413303,938.0909240413303
OD1169,0.71,2418.309830732465,701.3098307324649
OD117,0.8,1158.7500043166801,231.75000431668013
OD1170,0.77,1598.701307364028,367.701307364028
OD1171,0.7,1507.1428828093474,452.1428828093474
OD1172,0.86,2644.1860483442533,370.1860483442533
OD1173,0.9,758.8888901453695,75.88889014536949
OD1174,0.75,1820,455
OD1175,0.71,2236.619692022804,648.619692022804
OD1176,0.75,2324,581
OD1177,0.77,1110.3896164063722,255.38961640637217
OD1178,0.76,1411.8420952977485,338.84209529774853
OD1179,0.65,2984.615357246625,1044.615357246625
OD118,0.89,1104.4943812827753,121.4943812827753
OD1180,0.69,1794.2029047503088,556.2029047503088
OD1181,0.68,3438.2352579526837,1100.2352579526837
OD1182,0.88,2180.6818115351766,261.6818115351766
OD1183,0.75,2677.3333333333335,669.3333333333335
OD1184,0.73,1964.3835905144513,530.3835905144513
OD1185,0.75,1518.6666666666667,379.66666666666674
OD1186,0.66,2087.8787991921763,709.8787991921763
OD1187,0.81,2630.8641897870752,499.86418978707525
OD1188,0.66,2940.909106844713,999.9091068447128
OD1189,0.76,2472.3684036015557,593.3684036015557
OD119,0.9,1003.3333349945368,100.33333499453681
OD1190,0.79,2240.506310519109,470.50631051910887
OD1191,0.74,828.3783677026598,215.37836770265983
OD1192,0.82,1248.7804986975295,224.78049869752954
OD1193,0.76,2492.1052455675076,598.1052455675076
OD1194,0.9,803.3333346633999,80.33333466339991
OD1195,0.85,1215.2941261690794,182.2941261690794
OD1196,0.72,3144.4444496506526,880.4444496506526
OD1197,0.87,1809.1953923828553,235.1953923828553
OD1198,0.79,2901.2657987061,609.2657987061002
OD1199,0.76,736.8421000621986,176.8421000621986
OD12,0.9,778.8888901784832,77.88889017848317
OD120,0.88,1403.4090866315494,168.40908663154937
OD1200,0.68,1807.352922165889,578.3529221658889
OD1201,0.82,2937.8049036741686,528.8049036741686
OD1202,0.68,3438.2352579526837,1100.2352579526837
OD1203,0.86,587.2093027325628,82.20930273256283
OD1204,0.9,861.1111125368395,86.11111253683953
OD1205,0.85,2221.1764861638158,333.17648616381575
OD1206,0.73,1602.7397495829205,432.73974958292047
OD1207,0.69,1243.4782651662076,385.4782651662076
OD1208,0.81,1648.1481432969242,313.1481432969242
OD1209,0.8,1360.0000050663948,272.0000050663948
OD121,0.76,1635.5263042452016,392.5263042452016
OD1210,0.87,2447.126423369186,318.1264233691859
OD1211,0.87,1287.356314783226,167.35631478322603
OD1212,0.86,1405.8139544627097,196.81395446270972
OD1213,0.73,2939.7260706025195,793.7260706025195
OD1214,0.72,2384.72222617057,667.7222261705701
OD1215,0.83,2759.0361505223386,469.03615052233863
OD1216,0.78,2991.0256364543843,658.0256364543843
OD1217,0.79,3005.0632661990758,631.0632661990758
OD1218,0.75,801.3333333333334,200.33333333333337
OD1219,0.73,1676.7123534098246,452.7123534098246
OD122,0.66,983.3333386616274,334.3333386616274
OD1220,0.9,848.8888902943811,84.8888902943811
OD1221,0.85,2422.352958162763,363.3529581627631
OD1222,0.71,2839.4365863463304,823.4365863463304
OD1223,0.73,1571.232899804795,424.2328998047949
OD1224,0.7,2818.5714765714147,845.5714765714147
OD1225,0.81,2630.8641897870752,499.86418978707525
OD1226,0.78,2803.8461495609677,616.8461495609677
OD1227,0.71,1185.915479019648,343.91547901964805
OD1228,0.88,1145.4545419632404,137.45454196324044
OD1229,0.71,3090.1408087519094,896.1408087519094
OD123,0.89,2644.94381845336,290.9438184533601
OD1230,0.65,3170.7692016934507,1109.7692016934507
OD1231,0.67,2755.2239345213607,909.2239345213607
OD1232,0.71,1450.7042083019446,420.7042083019446
OD1233,0.9,867.777779214544,86.77777921454401
OD1234,0.85,883.529417960289,132.52941796028904
OD1235,0.65,2696.92305219244,943.9230521924401
OD1236,0.74,1805.4053821382602,469.40538213826017
OD1237,0.68,2869.1176168801053,918.1176168801053
OD1238,0.73,2543.8356538251996,686.8356538251996
OD1239,0.65,1863.0769059926097,652.0769059926097
OD124,0.73,1976.7123578189353,533.7123578189353
OD1240,0.74,2486.486454441915,646.4864544419152
OD1241,0.68,2060.294095975924,659.2940959759239
OD1242,0.86,1439.5348847186392,201.5348847186392
OD1243,0.71,1021.1267485620484,296.1267485620484
OD1244,0.75,1052,263
OD1245,0.68,2922.0587927938336,935.0587927938336
OD1246,0.79,756.9620190341395,158.96201903413953
OD1247,0.83,1293.9759064021798,219.97590640217982
OD1248,0.79,2579.7468140327364,541.7468140327364
OD1249,0.83,1031.3253034266909,175.32530342669088
OD125,0.74,1317.5675505874278,342.56755058742783
OD1250,0.83,1175.9036169911801,199.90361699118012
OD1251,0.72,915.277779293189,256.27777929318904
OD1252,0.78,1961.5384585405948,431.5384585405948
OD1253,0.83,1474.6987983577915,250.69879835779147
OD1254,0.66,2500.00001354651,850.0000135465102
OD1255,0.86,1289.5348846146776,180.5348846146776
OD1256,0.7,1327.1428797439658,398.14287974396575
OD1257,0.7,2962.8571933143003,888.8571933143003
OD1258,0.85,2087.0588381645175,313.0588381645175
OD1259,0.85,2425.8823699522186,363.8823699522186
OD126,0.81,1097.5308609670155,208.53086096701554
OD1260,0.77,861.0389657045903,198.03896570459028
OD1261,0.83,2506.0241017844824,426.02410178448235
OD1262,0.76,818.4210468547992,196.42104685479921
OD1263,0.84,2484.5237989460124,397.52379894601245
OD1264,0.78,1969.230766221146,433.23076622114604
OD1265,0.69,1111.5942067394885,344.5942067394885
OD1266,0.8,2360.000008791685,472.0000087916851
OD1267,0.87,1728.7356227089037,224.73562270890375
OD1268,0.8,1011.2500037671998,202.25000376719981
OD1269,0.74,983.7837711052795,255.78377110527947
OD127,0.83,2833.7349458639915,481.73494586399147
OD1270,0.82,898.7804956446087,161.78049564460866
OD1271,0.78,2091.025637829876,460.0256378298759
OD1272,0.78,2610.256406267092,574.2564062670922
OD1273,0.73,1415.0685139479974,382.0685139479974
OD1274,0.87,956.321833838968,124.32183383896802
OD1275,0.73,3283.56169209424,886.5616920942398
OD1276,0.86,1929.069768778855,270.06976877885495
OD1277,0.69,1389.8550772661924,430.85507726619244
OD1278,0.76,3089.4736624036473,741.4736624036473
OD1279,0.8,1018.7500037951395,203.7500037951395
OD128,0.77,1679.2207883198118,386.22078831981185
OD1280,0.76,3180.263135447025,763.263135447025
OD1281,0.79,2060.759476567858,432.7594765678582
OD1282,0.84,2479.7618942043814,396.7618942043814
OD1283,0.68,3236.7646718365513,1035.7646718365513
OD1284,0.73,1647.945229699362,444.945229699362
OD1285,0.65,3461.5384297963433,1211.5384297963433
OD1286,0.83,1322.8915691150776,224.89156911507757
OD1287,0.78,2201.2820479177785,484.2820479177785
OD1288,0.84,1628.5714216378271,260.57142163782714
OD1289,0.78,1661.538458999092,365.538458999092
OD129,0.71,2053.521102625471,595.521102625471
OD1290,0.69,760.8695678464557,235.86956784645565
OD1291,0.86,738.3720935350048,103.37209353500475
OD1292,0.76,2759.2105068400547,662.2105068400547
OD1293,0.73,2061.643865916492,556.6438659164919
OD1294,0.83,2478.3132583512884,421.31325835128837
OD1295,0.7,2157.1428938787817,647.1428938787817
OD1296,0.75,777.3333333333334,194.33333333333337
OD1297,0.76,1564.4736731677754,375.47367316777536
OD1298,0.72,2179.1666702746793,610.1666702746793
OD1299,0.9,1670.0000027649933,167.00000276499327
OD13,0.81,2048.1481421195485,389.14814211954854
OD130,0.78,2308.9743554454976,507.9743554454976
OD1300,0.82,2942.682952497206,529.6829524972059
OD1301,0.84,1024.9999956360884,163.99999563608844
OD1302,0.9,2593.3333376270753,259.33333762707525
OD1303,0.81,2846.9135718671964,540.9135718671964
OD1304,0.68,3402.941140676865,1088.941140676865
OD1305,0.66,3684.84850481522,1252.8485048152202
OD1306,0.71,3059.15489362313,887.1548936231302
OD1307,0.9,2475.555559654295,247.55555965429494
OD1308,0.8,2462.5000091735274,492.50000917352736
OD1309,0.85,1776.4706006924587,266.4706006924587
OD131,0.71,1776.0563171541285,515.0563171541285
OD1310,0.78,2884.615380206757,634.615380206757
OD1311,0.83,1453.0120513231182,247.01205132311816
OD1312,0.89,1077.5280891660036,118.52808916600361
OD1313,0.67,1879.104514389162,620.104514389162
OD1314,0.69,1882.6087021572303,583.6087021572303
OD1315,0.67,2250.7463127075903,742.7463127075903
OD1316,0.77,2650.64936501217,609.6493650121702
OD1317,0.72,1530.5555580896728,428.5555580896728
OD1318,0.87,1942.5287249854036,252.52872498540364
OD1319,0.79,951.8987262770451,199.89872627704506
OD132,0.72,2933.333338190008,821.3333381900079
OD1320,0.68,3519.117610043102,1126.117610043102
OD1321,0.83,1150.6024121173946,195.60241211739458
OD1322,0.7,2264.285752846271,679.285752846271
OD1323,0.77,683.116886818423,157.11688681842304
OD1324,0.66,1754.5454640526418,596.5454640526418
OD1325,0.67,1523.880626839821,502.88062683982093
OD1326,0.77,3174.0259912247643,730.0259912247643
OD1327,0.77,2150.649362302868,494.6493623028682
OD1328,0.83,2060.2409682939733,350.2409682939733
OD1329,0.88,1701.13635845136,204.1363584513599
OD133,0.76,842.1052572139413,202.1052572139413
OD1330,0.76,1332.8947274339414,319.8947274339414
OD1331,0.72,1830.555558586378,512.5555585863781
OD1332,0.65,2546.1538228057548,891.1538228057548
OD1333,0.8,1188.7500044284388,237.75000442843884
OD1334,0.68,1063.235282934042,340.23528293404206
OD1335,0.78,893.5897422240488,196.5897422240488
OD1336,0.72,1612.5000026697915,451.50000266979146
OD1337,0.81,2813.580238631978,534.5802386319779
OD1338,0.87,2293.1034357076214,298.10343570762143
OD1339,0.68,916.1764609514637,293.1764609514637
OD134,0.88,1884.0909033482665,226.09090334826647
OD1340,0.79,835.4430310410236,175.44303104102357
OD1341,0.74,2908.108070629892,756.1080706298922
OD1342,0.81,2783.950609089561,528.9506090895611
OD1343,0.74,3124.324284059624,812.324284059624
OD1344,0.74,968.9189064319854,251.91890643198542
OD1345,0.65,1898.46152105275,664.46152105275
OD1346,0.84,2960.71427310912,473.71427310911986
OD1347,0.77,2887.0130026565676,664.0130026565676
OD1348,0.68,2266.1764467515336,725.1764467515336
OD1349,0.9,560.0000009271834,56.00000092718335
OD135,0.82,2893.9024642668332,520.9024642668332
OD1350,0.76,2553.9473503941563,612.9473503941563
OD1351,0.8,2197.5000081863254,439.50000818632543
OD1352,0.69,1011.5942063939544,313.59420639395444
OD1353,0.65,1195.3846044230038,418.3846044230038
OD1354,0.84,1122.6190428395255,179.6190428395255
OD1355,0.84,1422.6190415622832,227.6190415622832
OD1356,0.71,3140.845033508094,910.8450335080938
OD1357,0.73,2587.6712709078092,698.6712709078092
OD1358,0.75,3232,808
OD1359,0.67,2552.238855921737,842.238855921737
OD136,0.81,1765.43209356899,335.43209356899
OD1360,0.74,3158.1080674080195,821.1080674080195
OD1361,0.88,1220.454541734643,146.45454173464304
OD1362,0.82,2579.2683151809324,464.2683151809324
OD1363,0.87,621.8390770515405,80.83907705154047
OD1364,0.8,903.7500033667311,180.7500033667311
OD1365,0.8,1576.2500058719888,315.25000587198883
OD1366,0.72,3276.3888943135553,917.3888943135553
OD1367,0.88,1573.8636315665553,188.86363156655534
OD1368,0.74,1875.675651502923,487.6756515029231
OD1369,0.65,866.1538382112628,303.15383821126284
OD137,0.7,2675.714331281429,802.7143312814292
OD1370,0.8,1328.7500049499795,265.7500049499795
OD1371,0.88,2648.8636282899934,317.86362828999336
OD1372,0.69,3128.985518058091,969.9855180580912
OD1373,0.71,1829.5774432856565,530.5774432856565
OD1374,0.9,1550.0000025663112,155.0000025663112
OD1375,0.74,1079.729715814723,280.729715814723
OD1376,0.85,2391.7647226541512,358.7647226541512
OD1377,0.89,561.7977524327443,61.797752432744346
OD1378,0.73,989.0411104263835,267.0411104263835
OD1379,0.87,2841.379294771549,369.3792947715492
OD138,0.86,1008.1395355824395,141.13953558243952
OD1380,0.82,1528.0487938164106,275.0487938164106
OD1381,0.73,3389.0411456992697,915.0411456992697
OD1382,0.77,2996.103912338597,689.1039123385972
OD1383,0.79,2134.177197477524,448.1771974775238
OD1384,0.71,1221.1267462114429,354.1267462114429
OD1385,0.65,1539.9999858782842,538.9999858782842
OD1386,0.86,2204.6511643186914,308.6511643186914
OD1387,0.66,2121.21213270613,721.21213270613
OD1388,0.89,623.5955052003462,68.59550520034622
OD1389,0.86,659.3023260383428,92.30232603834281
OD139,0.81,1359.2592552583621,258.25925525836215
OD1390,0.65,2713.8461289603333,949.8461289603333
OD1391,0.82,2887.804903238037,519.8049032380368
OD1392,0.81,2458.024684122978,467.0246841229782
OD1393,0.85,1692.9411883420187,253.94118834201868
OD1394,0.74,2133.7837562846653,554.7837562846653
OD1395,0.7,811.4285852471179,243.4285852471179
OD1396,0.65,1421.5384485030318,497.53844850303176
OD1397,0.76,878.9473622170512,210.94736221705125
OD1398,0.82,1448.7805004420557,260.78050044205565
OD1399,0.82,2659.7561207610465,478.75612076104653
OD14,0.75,1702.6666666666667,425.66666666666674
OD140,0.72,1511.1111136130344,423.1111136130344
OD1400,0.68,2861.7646757809766,915.7646757809766
OD1401,0.68,2510.294091242614,803.2940912426138
OD1402,0.81,1818.5185131658197,345.51851316581974
OD1403,0.66,1989.3939501736775,676.3939501736775
OD1404,0.81,2062.9629568907567,391.9629568907567
OD1405,0.73,3380.82196749628,912.8219674962802
OD1406,0.9,1682.2222250074517,168.2222250074517
OD1407,0.65,2504.615361648199,876.6153616481988
OD1408,0.75,1437.3333333333333,359.33333333333326
OD1409,0.89,2034.8314593113998,223.83145931139984
OD141,0.68,1273.5293983691292,407.52939836912924
OD1410,0.77,1780.5194901674106,409.5194901674106
OD1411,0.89,1801.1235942993783,198.12359429937828
OD1412,0.74,3070.270230702191,798.2702307021909
OD1413,0.86,2906.976746200806,406.9767462008058
OD1414,0.86,2795.348839146695,391.3488391466949
OD1415,0.83,1718.0722928580153,292.0722928580153
OD1416,0.86,604.6511632097677,84.65116320976767
OD1417,0.65,943.0769144289593,330.0769144289593
OD1418,0.76,2594.7368237904566,622.7368237904566
OD1419,0.84,1428.571422489322,228.571422489322
OD142,0.86,2887.2093043266404,404.20930432664045
OD1420,0.8,1258.7500046892092,251.75000468920916
OD1421,0.68,1226.470575334704,392.4705753347041
OD1422,0.84,1279.761899313351,204.76189931335102
OD1423,0.7,2064.285749440291,619.285749440291
OD1424,0.9,2538.888893092488,253.88889309248816
OD1425,0.65,1947.6922898320759,681.6922898320759
OD1426,0.71,2649.2957435106387,768.2957435106387
OD1427,0.81,2204.9382651148367,418.93826511483667
OD1428,0.72,823.6111124747513,230.61111247475128
OD1429,0.73,2271.23291009272,613.23291009272
OD143,0.89,1499.9999989954274,164.9999989954274
OD1430,0.68,3547.0587862197917,1135.0587862197917
OD1431,0.78,1761.5384588462596,387.5384588462596
OD1432,0.79,2181.0126401267935,458.0126401267935
OD1433,0.87,1981.609184541323,257.609184541323
OD1434,0.85,1420.000009957482,213.000009957482
OD1435,0.84,2592.8571318181193,414.85713181811934
OD1436,0.65,1412.307679356908,494.307679356908
OD1437,0.75,2453.3333333333335,613.3333333333335
OD1438,0.76,3018.4210313262206,724.4210313262206
OD1439,0.74,1851.3513274920783,481.3513274920783
OD144,0.76,1006.5789402635392,241.57894026353915
OD1440,0.73,1978.082220852767,534.082220852767
OD1441,0.9,2573.3333375939615,257.33333759396146
OD1442,0.89,1461.7977518300008,160.79775183000083
OD1443,0.79,1213.9240405580933,254.92404055809334
OD1444,0.84,2386.9047517425756,381.9047517425756
OD1445,0.78,1594.8717924343136,350.87179243431365
OD1446,0.65,1215.384604239605,425.3846042396051
OD1447,0.86,1711.6279081630346,239.6279081630346
OD1448,0.88,2754.545446149697,330.545446149697
OD1449,0.77,3183.1169003649334,732.1169003649334
OD145,0.8,3003.7500111898407,600.7500111898407
OD1450,0.76,1569.7368310253623,376.73683102536233
OD1451,0.89,1250.5617969152888,137.56179691528882
OD1452,0.8,2122.5000079069287,424.50000790692866
OD1453,0.65,2141.538441900671,749.5384419006709
OD1454,0.76,1232.894728139786,295.8947281397859
OD1455,0.71,1090.1408322579662,316.14083225796617
OD1456,0.89,2103.370785108195,231.37078510819492
OD1457,0.7,2274.2857530165697,682.2857530165697
OD1458,0.7,2091.428607045388,627.4286070453882
OD1459,0.66,3030.303046723043,1030.3030467230428
OD146,0.87,1782.758610918557,231.758610918557
OD1460,0.65,1443.0769098439866,505.07690984398664
OD1461,0.69,3340.5797216877722,1035.5797216877722
OD1462,0.68,1794.117628187457,574.1176281874571
OD1463,0.7,3312.8571992747648,993.8571992747648
OD1464,0.75,1976,494
OD1465,0.67,1876.1194397038735,619.1194397038735
OD1466,0.82,647.5609812581915,116.56098125819153
OD1467,0.69,3010.144937937311,933.1449379373112
OD1468,0.83,726.5060256615591,123.50602566155908
OD1469,0.66,1837.8787978375253,624.8787978375253
OD147,0.73,2142.4657849125538,578.4657849125538
OD1470,0.74,1222.9729572119202,317.9729572119202
OD1471,0.75,2636,659
OD1472,0.77,2824.675339981122,649.6753399811219
OD1473,0.75,2016,504
OD1474,0.71,2439.436591047542,707.4365910475422
OD1475,0.85,2669.4117834246285,400.41178342462854
OD1476,0.78,1269.230767290973,279.23076729097306
OD1477,0.71,3209.8591172040115,930.8591172040115
OD1478,0.84,1133.3333285081953,181.33332850819534
OD1479,0.65,1036.923067414549,362.923067414549
OD148,0.67,1679.104510474827,554.1045104748271
OD1480,0.86,891.8604657344073,124.86046573440728
OD1481,0.78,1785.8974331680056,392.8974331680056
OD1482,0.81,2856.790115048002,542.790115048002
OD1483,0.65,1573.8461394140706,550.8461394140706
OD1484,0.68,2538.235267419304,812.2352674193039
OD1485,0.72,3433.3333390178504,961.3333390178504
OD1486,0.85,2843.529431704419,426.52943170441904
OD1487,0.65,2907.6922810289284,1017.6922810289284
OD1488,0.84,1777.3809448137981,284.3809448137981
OD1489,0.71,2605.6337721928135,755.6337721928135
OD149,0.9,853.3333347461842,85.33333474618416
OD1490,0.71,2049.295750562456,594.2957505624559
OD1491,0.67,2807.4627415139107,926.4627415139107
OD1492,0.74,1541.8918720207746,400.8918720207746
OD1493,0.8,1890.0000070407987,378.00000704079866
OD1494,0.9,1798.8888918672815,179.88889186728147
